"","mean","std","mode","std/mean","max","min","attack","file","label"
"260",97.1,0.158113883008417,96.9,0.00162836130801665,97.3,96.9,0,"bis_limpio_13-06.csv",0
"261",96.92,0.370135110466432,97.3,0.00381897555165531,97.3,96.4,0,"bis_limpio_13-06.csv",0
"262",96.5,0.122474487139158,96.4,0.00126916566983583,96.7,96.4,0,"bis_limpio_13-06.csv",0
"263",95.74,0.740270220932872,96.4,0.00773208920966025,96.4,94.6,0,"bis_limpio_13-06.csv",0
"264",94.2,0,94.2,0,94.2,94.2,0,"bis_limpio_13-06.csv",0
"265",93.44,0.823407554009558,93.9,0.00881215276123243,93.9,92,0,"bis_limpio_13-06.csv",0
"266",91.6,1.51657508881031,89.3,0.0165564966027326,93.1,89.3,0,"bis_limpio_13-06.csv",0
"267",93.48,0.178885438199983,93.5,0.0019136225738124,93.7,93.2,1,"bis_limpio_13-06.csv",1
"268",93.44,0.260768096208107,93.5,0.00279075445428196,93.7,93,1,"bis_limpio_13-06.csv",1
"269",93.24,0.343511280746354,93.1,0.00368416217016681,93.7,92.9,1,"bis_limpio_13-06.csv",1
"270",93.8,0,93.8,0,93.8,93.8,1,"bis_limpio_13-06.csv",1
"271",93.38,0.501996015920443,93.8,0.00537584082159394,93.8,92.7,1,"bis_limpio_13-06.csv",1
"272",91.64,0.270185121722126,91.9,0.00294833175166004,91.9,91.2,1,"bis_limpio_13-06.csv",1
"273",92.46,0.705691150575092,92,0.00763239401443967,93.6,92,1,"bis_limpio_13-06.csv",1
"274",92.74,0.589915248150108,93.4,0.00636095803482971,93.4,91.8,1,"bis_limpio_13-06.csv",1
"275",92.92,0.864291617453276,93.6,0.00930145950767623,93.6,91.6,1,"bis_limpio_13-06.csv",1
"276",93.6,0,93.6,0,93.6,93.6,1,"bis_limpio_13-06.csv",1
"277",93.6,0,93.6,0,93.6,93.6,1,"bis_limpio_13-06.csv",1
"278",93.92,0.303315017762066,93.6,0.00322950402216851,94.2,93.6,1,"bis_limpio_13-06.csv",1
"279",93.8,0.331662479035539,93.5,0.0035358473244727,94.2,93.5,1,"bis_limpio_13-06.csv",1
"280",92.7,0.418330013267037,92.8,0.00451272937720644,93.1,92,1,"bis_limpio_13-06.csv",1
"281",93.32,0.164316767251553,93.4,0.00176078833317137,93.5,93.1,1,"bis_limpio_13-06.csv",1
"282",92.9,0.367423461417474,93.3,0.00395504264173815,93.3,92.4,1,"bis_limpio_13-06.csv",1
"283",92.86,0.167332005306812,92.9,0.00180198153464153,93.1,92.7,1,"bis_limpio_13-06.csv",1
"284",91,1.6583123951777,93.1,0.0182232131338208,93.1,88.9,1,"bis_limpio_13-06.csv",1
"285",91.86,2.00449494885869,89.2,0.0218211947404604,93.4,89.2,1,"bis_limpio_13-06.csv",1
"286",93.12,0.303315017762063,93.3,0.00325724890208401,93.3,92.6,1,"bis_limpio_13-06.csv",1
"287",92.96,0.313049516849965,93.1,0.00336757225527071,93.1,92.4,1,"bis_limpio_13-06.csv",1
"288",93.12,0.0447213595499996,93.1,0.000480255149806697,93.2,93.1,1,"bis_limpio_13-06.csv",1
"289",94.12,0.178885438199986,94.2,0.00190061026561821,94.2,93.8,1,"bis_limpio_13-06.csv",1
"290",93.76,0.207364413533279,94,0.00221165116823037,94,93.5,1,"bis_limpio_13-06.csv",1
"291",92.96,0.642650760522384,93.8,0.00691319664933718,93.8,92.4,1,"bis_limpio_13-06.csv",1
"292",90.66,1.36124942607885,92.3,0.015014884470316,92.3,88.9,1,"bis_limpio_13-06.csv",1
"293",87.56,0.134164078649986,87.5,0.00153225306818166,87.8,87.5,2,"bis_limpio_13-06.csv",1
"294",87.5,0,87.5,0,87.5,87.5,2,"bis_limpio_13-06.csv",1
"295",85.8,0.714142842854286,85.3,0.00832334315680986,87,85.3,2,"bis_limpio_13-06.csv",1
"296",91.42,1.79916647367608,88.3,0.0196802283272378,92.9,88.3,2,"bis_limpio_13-06.csv",1
"297",92,0.612372435695799,92.7,0.00665622212712825,92.7,91.1,2,"bis_limpio_13-06.csv",1
"298",91.68,0.311448230047949,92,0.00339712292809718,92,91.3,2,"bis_limpio_13-06.csv",1
"299",96.6,0,96.6,0,96.6,96.6,0,"bis_limpio_20-06.csv",0
"300",96.6,0,96.6,0,96.6,96.6,0,"bis_limpio_20-06.csv",0
"301",96.6,0,96.6,0,96.6,96.6,0,"bis_limpio_20-06.csv",0
"302",96.66,0.181659021245851,96.5,0.00187936086536159,96.9,96.5,0,"bis_limpio_20-06.csv",0
"303",96.5,0,96.5,0,96.5,96.5,0,"bis_limpio_20-06.csv",0
"304",96.38,0.164316767251553,96.5,0.0017048844910931,96.5,96.1,0,"bis_limpio_20-06.csv",0
"305",95.7,0,95.7,0,95.7,95.7,0,"bis_limpio_20-06.csv",0
"306",95.8,0.0707106781186558,95.8,0.000738107287251104,95.9,95.7,0,"bis_limpio_20-06.csv",0
"307",95.8,0,95.8,0,95.8,95.8,0,"bis_limpio_20-06.csv",0
"308",95.8,0,95.8,0,95.8,95.8,0,"bis_limpio_20-06.csv",0
"309",95.46,0.230217288664425,95.5,0.00241166235768307,95.8,95.2,0,"bis_limpio_20-06.csv",0
"310",95.5,0,95.5,0,95.5,95.5,0,"bis_limpio_20-06.csv",0
"311",95.52,0.30331501776206,95.6,0.0031754084774085,95.8,95,0,"bis_limpio_20-06.csv",0
"312",93.78,1.08258948821795,94.1,0.0115439271509698,94.7,91.9,0,"bis_limpio_20-06.csv",0
"313",93.1,0.651920240520265,92.5,0.00700236563394484,94,92.5,0,"bis_limpio_20-06.csv",0
"314",93.32,0.248997991959776,93.3,0.00266821680196931,93.7,93,0,"bis_limpio_20-06.csv",0
"315",93.58,0.130384048104052,93.7,0.00139328967839338,93.7,93.4,0,"bis_limpio_20-06.csv",0
"316",93.52,0.0836660026534028,93.5,0.000894632192615513,93.6,93.4,0,"bis_limpio_20-06.csv",0
"317",93.52,0.443846820423441,93.8,0.00474600962813773,93.9,92.9,0,"bis_limpio_20-06.csv",0
"318",93.52,0.342052627529742,93.8,0.0036575345116525,93.8,93.1,0,"bis_limpio_20-06.csv",0
"319",93.72,0.389871773792361,93.9,0.00415996344208665,94.1,93.1,0,"bis_limpio_20-06.csv",0
"320",94.06,0.134164078649986,94,0.00142636698543468,94.3,94,0,"bis_limpio_20-06.csv",0
"321",94.26,0.0547722557505135,94.3,0.000581076339385885,94.3,94.2,0,"bis_limpio_20-06.csv",0
"322",93.66,0.42778499272415,93.7,0.00456742465005498,94.2,93,0,"bis_limpio_20-06.csv",0
"323",92.98,0.268328157299972,93.1,0.00288586962034816,93.1,92.5,0,"bis_limpio_20-06.csv",0
"324",92.54,0.0547722557505135,92.5,0.000591876547984801,92.6,92.5,0,"bis_limpio_20-06.csv",0
"325",93.26,0.716240183178799,92.5,0.00768003627684751,94,92.5,0,"bis_limpio_20-06.csv",0
"326",93.18,0.408656334834049,93.3,0.00438566575267277,93.6,92.5,0,"bis_limpio_20-06.csv",0
"327",93.6,0.331662479035539,93.3,0.0035434025537985,94.1,93.3,0,"bis_limpio_20-06.csv",0
"328",94.1,0.273861278752583,94.3,0.00291032177207846,94.3,93.8,0,"bis_limpio_20-06.csv",0
"329",94.76,0.512835256198327,94.3,0.00541193811944204,95.4,94.3,0,"bis_limpio_20-06.csv",0
"330",95.6,0.141421356237306,95.6,0.00147930288951157,95.8,95.4,0,"bis_limpio_20-06.csv",0
"331",95.52,0.248997991959776,95.5,0.00260676289740134,95.9,95.2,0,"bis_limpio_20-06.csv",0
"332",95.42,0.0447213595499933,95.4,0.000468679098197372,95.5,95.4,0,"bis_limpio_20-06.csv",0
"333",95.4,0,95.4,0,95.4,95.4,0,"bis_limpio_20-06.csv",0
"334",95.32,0.109544511501035,95.4,0.0011492290337918,95.4,95.2,0,"bis_limpio_20-06.csv",0
"335",95.3,0,95.3,0,95.3,95.3,0,"bis_limpio_20-06.csv",0
"336",95.38,0.0836660026534096,95.3,0.000877186020689973,95.5,95.3,0,"bis_limpio_20-06.csv",0
"337",95.24,0.0894427190999929,95.2,0.000939129767954566,95.4,95.2,0,"bis_limpio_20-06.csv",0
"338",95,0,95,0,95,95,0,"bis_limpio_20-06.csv",0
"339",95.4,0.254950975679637,95.6,0.00267244209307796,95.6,95,0,"bis_limpio_20-06.csv",0
"340",95.52,0.178885438199979,95.6,0.00187275374999978,95.6,95.2,0,"bis_limpio_20-06.csv",0
"341",95,0.254950975679641,95.2,0.00268369448083833,95.2,94.6,0,"bis_limpio_20-06.csv",0
"342",94.32,0.228035085019826,94.4,0.00241767477756389,94.6,94,0,"bis_limpio_20-06.csv",0
"343",93.98,0.277488738510232,94.1,0.00295263607693374,94.3,93.6,0,"bis_limpio_20-06.csv",0
"344",93.98,0.164316767251548,94.1,0.0017484227202761,94.1,93.8,0,"bis_limpio_20-06.csv",0
"345",93.92,0.109544511501031,93.9,0.00116635979025799,94.1,93.8,0,"bis_limpio_20-06.csv",0
"346",93.92,0.238746727726265,94,0.00254202222877199,94.1,93.5,0,"bis_limpio_20-06.csv",0
"347",93.28,0.109544511501035,93.2,0.00117436225880183,93.4,93.2,0,"bis_limpio_20-06.csv",0
"348",92.38,1.58177115917569,93.4,0.0171224416451147,93.4,89.8,0,"bis_limpio_20-06.csv",0
"349",87.38,2.40041663050396,89.8,0.0274710074445406,89.8,85,0,"bis_limpio_20-06.csv",0
"350",89.96,2.25011110836776,87.7,0.0250123511379253,92.2,87.7,0,"bis_limpio_20-06.csv",0
"351",93.48,0.736206492772237,93.7,0.00787555084266406,94.1,92.2,0,"bis_limpio_20-06.csv",0
"352",93.7,0,93.7,0,93.7,93.7,0,"bis_limpio_20-06.csv",0
"353",93.96,0.194935886896176,94.1,0.00207466886862682,94.1,93.7,0,"bis_limpio_20-06.csv",0
"354",94.1,0,94.1,0,94.1,94.1,0,"bis_limpio_20-06.csv",0
"355",96.16,0.950263121456369,97,0.00988210400848969,97,95,0,"bis_limpio_20-06.csv",0
"356",97,0,97,0,97,97,0,"bis_limpio_20-06.csv",0
"357",97,0,97,0,97,97,0,"bis_limpio_20-06.csv",0
"358",97,0,97,0,97,97,0,"bis_limpio_20-06.csv",0
"359",97.06,0.0547722557505135,97.1,0.000564313370600798,97.1,97,0,"bis_limpio_20-06.csv",0
"360",97,0,97,0,97,97,0,"bis_limpio_20-06.csv",0
"361",95.68,0.779102047231298,96.5,0.00814278895517661,96.5,94.5,0,"bis_limpio_20-06.csv",0
"362",93.3,0.44721359549996,94,0.0047932861254015,94,92.8,0,"bis_limpio_20-06.csv",0
"363",93.5,0.158113883008419,93.5,0.00169105757228256,93.7,93.3,0,"bis_limpio_20-06.csv",0
"364",93.9,0,93.9,0,93.9,93.9,0,"bis_limpio_20-06.csv",0
"365",94.08,0.0447213595499933,94.1,0.0004753545870535,94.1,94,0,"bis_limpio_20-06.csv",0
"366",94.18,0.501996015920441,94.6,0.00533017642727161,94.6,93.4,0,"bis_limpio_20-06.csv",0
"367",94.42,0.0447213595499933,94.4,0.000473642867506813,94.5,94.4,0,"bis_limpio_20-06.csv",0
"368",94.86,0.0894427190999929,94.9,0.000942891831119469,94.9,94.7,0,"bis_limpio_20-06.csv",0
"369",94.82,0.130384048104058,94.9,0.00137506905825836,94.9,94.6,0,"bis_limpio_20-06.csv",0
"370",94.6,0,94.6,0,94.6,94.6,0,"bis_limpio_20-06.csv",0
"371",94.6,0,94.6,0,94.6,94.6,0,"bis_limpio_20-06.csv",0
"372",92.68,1.88334808253811,94.6,0.0203209762897941,94.6,90.2,0,"bis_limpio_20-06.csv",0
"373",89.1,0,89.1,0,89.1,89.1,0,"bis_limpio_20-06.csv",0
"374",89.78,1.02567051239665,89.1,0.0114242650077595,90.9,88.9,0,"bis_limpio_20-06.csv",0
"375",90.78,0.268328157299979,90.9,0.00295580697620598,90.9,90.3,0,"bis_limpio_20-06.csv",0
"376",94.34,0.973652915571049,94.8,0.0103206796223346,94.8,92.6,0,"bis_limpio_20-06.csv",0
"377",92.98,1.94087609084145,94.9,0.0208741244444123,94.9,90.4,0,"bis_limpio_20-06.csv",0
"378",94.52,0.216794833886788,94.4,0.00229363979990254,94.9,94.4,0,"bis_limpio_20-06.csv",0
"379",94.94,0.371483512420133,95.2,0.00391282401959272,95.2,94.4,0,"bis_limpio_20-06.csv",0
"380",95.9,0,95.9,0,95.9,95.9,0,"bis_limpio_20-06.csv",0
"381",96.2,0.299999999999995,95.9,0.00311850311850306,96.6,95.9,0,"bis_limpio_20-06.csv",0
"382",96.44,0.134164078649987,96.3,0.00139116630703014,96.6,96.3,0,"bis_limpio_20-06.csv",0
"383",96.66,0.0894427190999929,96.7,0.000925333324022273,96.7,96.5,0,"bis_limpio_20-06.csv",0
"384",97.08,0.14832396974191,97.1,0.00152785300517007,97.3,96.9,0,"bis_limpio_20-06.csv",0
"385",97.5,0.141421356237306,97.6,0.00145047544858776,97.6,97.3,0,"bis_limpio_20-06.csv",0
"386",97.6,0,97.6,0,97.6,97.6,0,"bis_limpio_20-06.csv",0
"387",97.52,0.0447213595499933,97.5,0.00045858654173496,97.6,97.5,0,"bis_limpio_20-06.csv",0
"388",97.3,0.0707106781186558,97.3,0.000726728449318148,97.4,97.2,0,"bis_limpio_20-06.csv",0
"389",97.18,0.0447213595499996,97.2,0.000460190981168961,97.2,97.1,0,"bis_limpio_20-06.csv",0
"390",96.92,0.294957624075048,97,0.00304331019474874,97.1,96.4,0,"bis_limpio_20-06.csv",0
"391",95.82,0.109544511501033,95.8,0.00114323222188513,96,95.7,0,"bis_limpio_20-06.csv",0
"392",93.68,0.892748564826626,95,0.00952976691744904,95,92.8,0,"bis_limpio_20-06.csv",0
"393",92.72,0.164316767251552,92.8,0.00177218256310992,92.9,92.5,0,"bis_limpio_20-06.csv",0
"394",92.58,0.178885438199986,92.5,0.00193222551522992,92.9,92.5,0,"bis_limpio_20-06.csv",0
"395",92.62,0.178885438199986,92.7,0.00193139104081177,92.7,92.3,0,"bis_limpio_20-06.csv",0
"396",91.98,0.216794833886785,92,0.00235697797224163,92.3,91.7,0,"bis_limpio_20-06.csv",0
"397",88.24,3.39749908020591,84.6,0.0385029360857424,91.7,84.6,0,"bis_limpio_20-06.csv",0
"398",84.6,0,84.6,0,84.6,84.6,0,"bis_limpio_20-06.csv",0
"399",84.6,0,84.6,0,84.6,84.6,0,"bis_limpio_20-06.csv",0
"400",84.6,0,84.6,0,84.6,84.6,0,"bis_limpio_20-06.csv",0
"401",84.66,0.0547722557505213,84.7,0.00064696734881315,84.7,84.6,0,"bis_limpio_20-06.csv",0
"402",79.88,2.07050718424255,82.9,0.0259202201332317,82.9,77.8,0,"bis_limpio_20-06.csv",0
"403",81.12,2.55382066715734,83.1,0.0314820101967128,83.1,77.2,0,"bis_limpio_20-06.csv",0
"404",89.82,1.97534807059414,90.8,0.0219922964884674,90.8,86.3,0,"bis_limpio_20-06.csv",0
"405",91,0.212132034355964,90.8,0.00233112125665894,91.3,90.8,0,"bis_limpio_20-06.csv",0
"406",91.74,0.51768716422179,91,0.00564298195140386,92.2,91,0,"bis_limpio_20-06.csv",0
"407",92.22,0.432434966208792,92.3,0.00468916684242888,92.6,91.5,0,"bis_limpio_20-06.csv",0
"408",90.44,0.151657508881032,90.4,0.00167688532597337,90.7,90.3,0,"bis_limpio_20-06.csv",0
"409",90.68,0.268328157299971,90.4,0.00295906657807644,91,90.4,0,"bis_limpio_20-06.csv",0
"410",91.32,0.69065186599328,90.7,0.0075629858299746,92.4,90.7,0,"bis_limpio_20-06.csv",0
"411",91.94,0.581377674149943,92,0.00632344653197676,92.8,91.2,0,"bis_limpio_20-06.csv",0
"412",93.94,0.313049516849968,94,0.00333244109910547,94.2,93.4,0,"bis_limpio_20-06.csv",0
"413",95.32,0.327108544675925,95.4,0.00343168846701558,95.7,94.8,0,"bis_limpio_20-06.csv",0
"414",95.4,0,95.4,0,95.4,95.4,0,"bis_limpio_20-06.csv",0
"415",95.84,0.559464029227973,95.4,0.00583747943685281,96.7,95.4,0,"bis_limpio_20-06.csv",0
"416",96.64,0.25099800796022,96.7,0.00259724759892612,97,96.4,0,"bis_limpio_20-06.csv",0
"417",96.34,0.336154726279433,96.1,0.00348925395764411,96.8,96.1,0,"bis_limpio_20-06.csv",0
"418",95.44,0.250998007960223,95.4,0.00262990368776428,95.8,95.1,0,"bis_limpio_20-06.csv",0
"419",95.26,0.512835256198326,95.4,0.00538353197772755,95.9,94.5,0,"bis_limpio_20-06.csv",0
"420",95.02,0.664830805543784,94.4,0.00699674600656476,96,94.4,0,"bis_limpio_20-06.csv",0
"421",94.4,0,94.4,0,94.4,94.4,0,"bis_limpio_20-06.csv",0
"422",93.94,0.746993975879327,93.6,0.00795182005406991,95.2,93.3,1,"bis_limpio_20-06.csv",1
"423",93.12,0.983361581515163,93.7,0.0105601544406697,94.2,91.7,1,"bis_limpio_20-06.csv",1
"424",94.24,0.650384501660361,94.6,0.00690136355751657,94.9,93.4,1,"bis_limpio_20-06.csv",1
"425",95.3,0.565685424949237,95.6,0.00593583866683355,95.6,94.3,1,"bis_limpio_20-06.csv",1
"426",95.6,0,95.6,0,95.6,95.6,1,"bis_limpio_20-06.csv",1
"427",95.02,0.389871773792358,95.6,0.00410304960842305,95.6,94.6,1,"bis_limpio_20-06.csv",1
"428",95.18,1.08027774206451,95.9,0.0113498396938907,96.1,94,1,"bis_limpio_20-06.csv",1
"429",93.28,0.402492235949965,93.1,0.00431488246087012,94,93.1,1,"bis_limpio_20-06.csv",1
"430",94.04,0.568330889535313,94.2,0.00604350159012455,94.9,93.4,1,"bis_limpio_20-06.csv",1
"431",94.54,0.328633534503098,94.8,0.00347613216102283,94.8,94,1,"bis_limpio_20-06.csv",1
"432",94.68,0.178885438199985,94.5,0.00188936880228121,94.9,94.5,1,"bis_limpio_20-06.csv",1
"433",94.66,0.378153408023782,94.9,0.00399485958191192,95,94.2,1,"bis_limpio_20-06.csv",1
"434",94.42,0.0836660026534079,94.4,0.000886104666949882,94.5,94.3,1,"bis_limpio_20-06.csv",1
"435",93.02,1.61616830806696,94.7,0.0173744174163293,94.7,91.1,1,"bis_limpio_20-06.csv",1
"436",92.32,0.506951674225465,92,0.00549124430486856,93.2,92,1,"bis_limpio_20-06.csv",1
"437",92.72,0.192353840616712,92.8,0.00207456687464098,92.9,92.4,1,"bis_limpio_20-06.csv",1
"438",94.38,1.28335497817245,95.7,0.0135977429346519,95.7,93,1,"bis_limpio_20-06.csv",1
"439",95.76,0.114017542509917,95.8,0.00119065938293564,95.9,95.6,1,"bis_limpio_20-06.csv",1
"440",95.72,0.0447213595499933,95.7,0.000467210191704902,95.8,95.7,1,"bis_limpio_20-06.csv",1
"441",95.8,0.234520787991172,95.6,0.00244802492683895,96.1,95.6,1,"bis_limpio_20-06.csv",1
"442",95.86,0.482700735445885,96.1,0.00503547606348722,96.1,95,1,"bis_limpio_20-06.csv",1
"443",92.5,3.14085975490788,95.1,0.0339552405935987,95.1,88,1,"bis_limpio_20-06.csv",1
"444",84.42,0.567450438364446,84.8,0.00672175359351393,84.9,83.8,2,"bis_limpio_20-06.csv",1
"445",88.66,0.288097205817758,88.7,0.00324946092733767,89,88.2,2,"bis_limpio_20-06.csv",1
"446",88.8,0.254950975679637,89,0.00287106954594186,89,88.4,2,"bis_limpio_20-06.csv",1
"447",87.12,0.858487041253389,88.1,0.00985407531282586,88.1,86,2,"bis_limpio_20-06.csv",1
"448",85.26,0.492950301754653,85.9,0.00578173002292579,85.9,84.6,2,"bis_limpio_20-06.csv",1
"449",84.34,0.0894427190999929,84.3,0.00106050176784435,84.5,84.3,2,"bis_limpio_20-06.csv",1
"450",85.04,0.673052746818556,84.6,0.00791454311875065,86,84.3,2,"bis_limpio_20-06.csv",1
"451",86.96,0.250998007960224,87.1,0.0028863616370771,87.2,86.6,2,"bis_limpio_20-06.csv",1
"452",93.74,0.0547722557505135,93.7,0.000584299719975608,93.8,93.7,0,"bis_limpio_21-06.csv",0
"453",93.6,0.23452078799117,93.8,0.00250556397426464,93.8,93.3,0,"bis_limpio_21-06.csv",0
"454",94.3,0.599999999999997,94.8,0.00636267232237536,94.8,93.4,0,"bis_limpio_21-06.csv",0
"455",94.9,0.223606797749979,94.8,0.00235623601422528,95.3,94.8,0,"bis_limpio_21-06.csv",0
"456",95.8,0,95.8,0,95.8,95.8,0,"bis_limpio_21-06.csv",0
"457",95.88,0.0447213595499996,95.9,0.000466430533479345,95.9,95.8,0,"bis_limpio_21-06.csv",0
"458",96.24,0.181659021245853,96.4,0.00188756256489872,96.4,96,0,"bis_limpio_21-06.csv",0
"459",96.82,0.164316767251548,96.7,0.00169713661693398,97,96.7,0,"bis_limpio_21-06.csv",0
"460",97.02,0.0447213595499933,97,0.000460949902597333,97.1,97,0,"bis_limpio_21-06.csv",0
"461",97.1,0,97.1,0,97.1,97.1,0,"bis_limpio_21-06.csv",0
"462",97.26,0.0547722557505135,97.3,0.000563152948288232,97.3,97.2,0,"bis_limpio_21-06.csv",0
"463",97.3,0,97.3,0,97.3,97.3,0,"bis_limpio_21-06.csv",0
"464",97.24,0.0547722557505135,97.2,0.000563268775714865,97.3,97.2,0,"bis_limpio_21-06.csv",0
"465",97.2,0,97.2,0,97.2,97.2,0,"bis_limpio_21-06.csv",0
"466",97.2,0,97.2,0,97.2,97.2,0,"bis_limpio_21-06.csv",0
"467",97.28,0.0447213595499933,97.3,0.000459717923005687,97.3,97.2,0,"bis_limpio_21-06.csv",0
"468",97.3,0,97.3,0,97.3,97.3,0,"bis_limpio_21-06.csv",0
"469",97.28,0.0447213595499933,97.3,0.000459717923005687,97.3,97.2,0,"bis_limpio_21-06.csv",0
"470",97.04,0.0547722557505135,97,0.000564429675912134,97.1,97,0,"bis_limpio_21-06.csv",0
"471",96.14,0.230217288664429,96.1,0.00239460462517609,96.4,95.8,0,"bis_limpio_21-06.csv",0
"472",96.04,0.0547722557505135,96,0.000570306702941623,96.1,96,0,"bis_limpio_21-06.csv",0
"473",96.22,0.178885438199979,96.3,0.00185912947620016,96.3,95.9,0,"bis_limpio_21-06.csv",0
"474",96.28,0.0447213595499933,96.3,0.000464492724864907,96.3,96.2,0,"bis_limpio_21-06.csv",0
"475",96.5,0.158113883008419,96.6,0.00163848583428413,96.7,96.3,0,"bis_limpio_21-06.csv",0
"476",95.96,0.230217288664428,96.2,0.00239909638041296,96.2,95.7,0,"bis_limpio_21-06.csv",0
"477",96.06,0.250998007960221,96.2,0.00261292950198023,96.3,95.7,0,"bis_limpio_21-06.csv",0
"478",96.1,0.331662479035545,96.4,0.00345122246655093,96.4,95.6,0,"bis_limpio_21-06.csv",0
"479",95.66,0.0894427190999937,95.6,0.000935006471879507,95.8,95.6,0,"bis_limpio_21-06.csv",0
"480",95.9,0.212132034355964,95.7,0.00221201287128221,96.2,95.7,0,"bis_limpio_21-06.csv",0
"481",95.76,0.134164078649986,95.7,0.00140104509868407,96,95.7,0,"bis_limpio_21-06.csv",0
"482",95.7,0,95.7,0,95.7,95.7,0,"bis_limpio_21-06.csv",0
"483",95.16,0.49799598391955,95.7,0.00523324909541351,95.7,94.7,0,"bis_limpio_21-06.csv",0
"484",94.72,0.0447213595499933,94.7,0.000472142731735571,94.8,94.7,0,"bis_limpio_21-06.csv",0
"485",94.14,0.42778499272415,93.8,0.00454413631531921,94.7,93.8,0,"bis_limpio_21-06.csv",0
"486",93.66,0.0547722557505213,93.7,0.000584798801521688,93.7,93.6,0,"bis_limpio_21-06.csv",0
"487",93.24,0.0894427190999929,93.2,0.000959274121621545,93.4,93.2,0,"bis_limpio_21-06.csv",0
"488",93.02,0.609918027279075,93.3,0.00655684828293996,93.6,92,0,"bis_limpio_21-06.csv",0
"489",91.52,0.363318042491702,91.7,0.0039698212684845,91.9,91,0,"bis_limpio_21-06.csv",0
"490",91.86,0.0894427190999929,91.9,0.000973685163291888,91.9,91.7,0,"bis_limpio_21-06.csv",0
"491",92.86,0.630872411823501,93.4,0.00679380154882082,93.4,91.9,0,"bis_limpio_21-06.csv",0
"492",93.3,0.187082869338698,93.3,0.00200517544843192,93.5,93,0,"bis_limpio_21-06.csv",0
"493",93.38,0.130384048104053,93.5,0.00139627380706846,93.5,93.2,0,"bis_limpio_21-06.csv",0
"494",93.9,0.282842712474618,93.9,0.00301216946192351,94.3,93.5,0,"bis_limpio_21-06.csv",0
"495",94.18,0.286356421265528,94.2,0.00304052262970406,94.4,93.7,0,"bis_limpio_21-06.csv",0
"496",93.2,0.273861278752583,93,0.00293842573768866,93.5,93,0,"bis_limpio_21-06.csv",0
"497",92.78,0.319374388453428,93,0.00344227622821112,93,92.3,0,"bis_limpio_21-06.csv",0
"498",92.04,0.207364413533277,91.9,0.00225298145950974,92.3,91.8,0,"bis_limpio_21-06.csv",0
"499",92.8,0.173205080756884,92.7,0.00186643405988022,93.1,92.7,0,"bis_limpio_21-06.csv",0
"500",92.58,0.164316767251548,92.7,0.00177486246761232,92.7,92.4,0,"bis_limpio_21-06.csv",0
"501",93,0,93,0,93,93,0,"bis_limpio_21-06.csv",0
"502",92.88,0.216794833886788,93,0.00233413903840211,93.1,92.6,0,"bis_limpio_21-06.csv",0
"503",92.38,0.248997991959773,92.2,0.00269536687551172,92.7,92.2,0,"bis_limpio_21-06.csv",0
"504",92.68,0.752994023880671,93,0.00812466577342113,93.7,91.8,0,"bis_limpio_21-06.csv",0
"505",93.76,0.134164078649986,93.7,0.0014309308729734,94,93.7,0,"bis_limpio_21-06.csv",0
"506",93.94,0.507937003968009,94.2,0.00540703644845656,94.5,93.4,0,"bis_limpio_21-06.csv",0
"507",94.2,0.552268050859359,94.6,0.00586271816198895,94.6,93.5,0,"bis_limpio_21-06.csv",0
"508",94.92,0.521536192416213,95.2,0.00549448158887709,95.2,94,0,"bis_limpio_21-06.csv",0
"509",95.2,0,95.2,0,95.2,95.2,0,"bis_limpio_21-06.csv",0
"510",95.74,0.779743547584718,95.2,0.00814438633366115,96.9,95.2,0,"bis_limpio_21-06.csv",0
"511",96.92,0.14832396974191,96.9,0.00153037525528178,97.1,96.7,0,"bis_limpio_21-06.csv",0
"512",97.16,0.134164078649987,97.1,0.0013808571289624,97.3,97,0,"bis_limpio_21-06.csv",0
"513",97.24,0.0894427190999921,97.3,0.000919814059029124,97.3,97.1,0,"bis_limpio_21-06.csv",0
"514",96.66,0.134164078649992,96.6,0.00138799998603344,96.9,96.6,0,"bis_limpio_21-06.csv",0
"515",96.68,0.356370593624108,96.6,0.00368608392246698,97.1,96.3,0,"bis_limpio_21-06.csv",0
"516",97,0.0999999999999943,97.1,0.00103092783505149,97.1,96.9,0,"bis_limpio_21-06.csv",0
"517",96.74,0.151657508881036,96.9,0.0015676815059028,96.9,96.6,0,"bis_limpio_21-06.csv",0
"518",95.88,0.465832587954084,96.5,0.00485849591107722,96.5,95.4,0,"bis_limpio_21-06.csv",0
"519",95.52,0.35637059362411,95.4,0.00373084792320048,95.9,95,0,"bis_limpio_21-06.csv",0
"520",95.12,0.164316767251548,95,0.00172746811660585,95.3,95,0,"bis_limpio_21-06.csv",0
"521",95.3,0.0707106781186558,95.3,0.000741979833354205,95.4,95.2,0,"bis_limpio_21-06.csv",0
"522",95.2,0.678232998312527,95.7,0.00712429620076184,95.9,94.2,0,"bis_limpio_21-06.csv",0
"523",93.86,0.320936130717622,93.9,0.00341930674107843,94.3,93.4,0,"bis_limpio_21-06.csv",0
"524",93.78,0.109544511501037,93.8,0.00116810099702534,93.9,93.6,0,"bis_limpio_21-06.csv",0
"525",93.14,0.427784992724152,93.7,0.00459292455147253,93.7,92.6,0,"bis_limpio_21-06.csv",0
"526",92.1,0.308220700148446,92.1,0.00334658740660637,92.6,91.8,0,"bis_limpio_21-06.csv",0
